file_name,device_serial,host_ip,iteration,mBands,ssRsrp,ssRsrq,ssSinr,level,mean_ssRsrp,mean_ssRsrq,mean_ssSinr,std_dev_ssRsrp,std_dev_ssSinr
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,1,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,2,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,3,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,4,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,5,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,6,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,7,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,8,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,9,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,10,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,11,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,12,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,13,78,-80,-11,34,3,-80,-11,34,0.0,0.0
cell_info-20250306-011001.json,A75259FRCN9A2DV0538,10.11.32.205,14,78,-80,-11,34,3,-80,-11,34,0.0,0.0
